,C0/mean,C0/stDev,ried,wetterStation,id,indexer,time,station,schreg,s,sonn0,t,schoenw,Tautemp,e,e10,festrr,rsum
33,0.741132348,0.068348213,Steint,3805,2021-08,2021-08-3805,2021-08-01T00:00+00:00,3805,0.0,182.0,0.0,18.4,10.0,,16.5,20.0,0.0,98.0
34,0.790460452,0.063366075,Steint,3805,2021-09,2021-09-3805,2021-09-01T00:00+00:00,3805,0.0,192.0,0.0,15.5,15.0,,13.6,17.1,0.0,32.0
35,0.4194803099636997,0.06602933530450063,Steint,3805,2022-03,2022-03-3805,2022-03-01T00:00+00:00,3805,0.0,217.0,2.0,4.5,20.0,,4.6,4.8,0.0,14.0
36,0.5609883844585961,0.0812862790333588,Steint,3805,2022-04,2022-04-3805,2022-04-01T00:00+00:00,3805,0.0,156.0,3.0,9.0,10.0,2.3,7.5,9.2,6.0,39.0
37,0.550292992751751,0.09205602514830954,Steint,3805,2022-05,2022-05-3805,2022-05-01T00:00+00:00,3805,0.0,247.0,2.0,16.9,15.0,,12.4,16.1,0.0,77.0
38,0.6633680419310728,0.07589058401709994,Steint,3805,2022-06,2022-06-3805,2022-06-01T00:00+00:00,3805,0.0,260.0,2.0,21.2,18.0,,16.7,21.1,0.0,128.0
39,0.6096746798658389,0.0796210160582889,Steint,3805,2022-07,2022-07-3805,2022-07-01T00:00+00:00,3805,0.0,271.0,0.0,21.7,15.0,,15.2,21.4,0.0,61.0
40,0.6081554682261897,0.085495143643522,Steint,3805,2022-08,2022-08-3805,2022-08-01T00:00+00:00,3805,0.0,204.0,3.0,21.6,11.0,,16.6,22.2,0.0,76.0
41,0.7082491427126998,0.08826006142361,Steint,3805,2022-09,2022-09-3805,2022-09-01T00:00+00:00,3805,0.0,125.0,1.0,14.1,6.0,,13.1,16.4,0.0,61.0
42,0.5287267876852827,0.0662936282782549,Steint,3805,2023-03,2023-03-3805,2023-03-01T00:00+00:00,3805,0.0,148.0,1.0,6.8,11.0,0.3,6.5,6.5,1.0,5.0
43,0.602148700533254,0.06667753531376115,Steint,3805,2023-04,2023-04-3805,2023-04-01T00:00+00:00,3805,0.0,115.0,7.0,8.5,9.0,,8.2,9.0,0.0,94.0
44,0.6074836690717236,0.0919653157902427,Steint,3805,2023-05,2023-05-3805,2023-05-01T00:00+00:00,3805,0.0,192.0,6.0,14.6,12.0,,11.6,14.7,0.0,70.0
45,0.6439156970550517,0.07378843034902463,Steint,3805,2023-06,2023-06-3805,2023-06-01T00:00+00:00,3805,0.0,237.0,1.0,19.6,14.0,,14.7,20.0,2.0,43.0
46,0.6138668573663649,0.0786222862547228,Steint,3805,2023-07,2023-07-3805,2023-07-01T00:00+00:00,3805,0.0,265.0,0.0,22.9,17.0,,15.3,23.0,0.0,28.0
47,0.67931172893495,0.07985896049126925,Steint,3805,2023-08,2023-08-3805,2023-08-01T00:00+00:00,3805,0.0,217.0,3.0,21.0,15.0,,17.3,21.8,0.0,82.0
48,0.6898738151824242,0.0913871197169359,Steint,3805,2023-09,2023-09-3805,2023-09-01T00:00+00:00,3805,0.0,233.0,1.0,18.5,19.0,,14.8,19.5,0.0,40.0
