,C0/mean,C0/stDev,ried,wetterStation,id,indexer,time,station,schreg,s,sonn0,t,schoenw,Tautemp,e,e10,festrr,rsum
33,0.735943659,0.0487291965,Ehren,3805,2021-08,2021-08-3805,2021-08-01T00:00+00:00,3805,0.0,182.0,0.0,18.4,10.0,,16.5,20.0,0.0,98.0
34,0.712511478,0.064864989,Ehren,3805,2021-09,2021-09-3805,2021-09-01T00:00+00:00,3805,0.0,192.0,0.0,15.5,15.0,,13.6,17.1,0.0,32.0
35,0.38594912872582227,0.0402367155933207,Ehren,3805,2022-03,2022-03-3805,2022-03-01T00:00+00:00,3805,0.0,217.0,2.0,4.5,20.0,,4.6,4.8,0.0,14.0
36,0.4444528195860468,0.06062627282674397,Ehren,3805,2022-04,2022-04-3805,2022-04-01T00:00+00:00,3805,0.0,156.0,3.0,9.0,10.0,2.3,7.5,9.2,6.0,39.0
37,0.6282867390901528,0.1229953141016266,Ehren,3805,2022-05,2022-05-3805,2022-05-01T00:00+00:00,3805,0.0,247.0,2.0,16.9,15.0,,12.4,16.1,0.0,77.0
38,0.6539594683078879,0.1114515772844231,Ehren,3805,2022-06,2022-06-3805,2022-06-01T00:00+00:00,3805,0.0,260.0,2.0,21.2,18.0,,16.7,21.1,0.0,128.0
39,0.6300056959207381,0.1020008325170189,Ehren,3805,2022-07,2022-07-3805,2022-07-01T00:00+00:00,3805,0.0,271.0,0.0,21.7,15.0,,15.2,21.4,0.0,61.0
40,0.571552086343861,0.0802221208212514,Ehren,3805,2022-08,2022-08-3805,2022-08-01T00:00+00:00,3805,0.0,204.0,3.0,21.6,11.0,,16.6,22.2,0.0,76.0
41,0.7020228920006973,0.0711195267498393,Ehren,3805,2022-09,2022-09-3805,2022-09-01T00:00+00:00,3805,0.0,125.0,1.0,14.1,6.0,,13.1,16.4,0.0,61.0
42,0.4536819983713379,0.0808195865800575,Ehren,3805,2023-03,2023-03-3805,2023-03-01T00:00+00:00,3805,0.0,148.0,1.0,6.8,11.0,0.3,6.5,6.5,1.0,5.0
43,0.5081773394290707,0.1162054431174904,Ehren,3805,2023-04,2023-04-3805,2023-04-01T00:00+00:00,3805,0.0,115.0,7.0,8.5,9.0,,8.2,9.0,0.0,94.0
44,0.6883405173509756,0.1014458584933184,Ehren,3805,2023-05,2023-05-3805,2023-05-01T00:00+00:00,3805,0.0,192.0,6.0,14.6,12.0,,11.6,14.7,0.0,70.0
45,0.736353576808057,0.10291570381901044,Ehren,3805,2023-06,2023-06-3805,2023-06-01T00:00+00:00,3805,0.0,237.0,1.0,19.6,14.0,,14.7,20.0,2.0,43.0
46,0.6016863606384267,0.1035826970173029,Ehren,3805,2023-07,2023-07-3805,2023-07-01T00:00+00:00,3805,0.0,265.0,0.0,22.9,17.0,,15.3,23.0,0.0,28.0
47,0.6383448241984252,0.09331008269120394,Ehren,3805,2023-08,2023-08-3805,2023-08-01T00:00+00:00,3805,0.0,217.0,3.0,21.0,15.0,,17.3,21.8,0.0,82.0
48,0.5626914781628183,0.10002567225274006,Ehren,3805,2023-09,2023-09-3805,2023-09-01T00:00+00:00,3805,0.0,233.0,1.0,18.5,19.0,,14.8,19.5,0.0,40.0
