,C0/mean,C0/stDev,ried,wetterStation,id,indexer,time,station,schreg,s,sonn0,t,schoenw,Tautemp,e,e10,festrr,rsum
32,0.5763919560482473,0.07604489011223173,Grill,3805,2021-07,2021-07-3805,2021-07-01T00:00+00:00,3805,0.0,240.0,1.0,21.7,13.0,,17.1,22.3,14.0,160.0
33,0.7193122673917698,0.07396691259719786,Grill,3805,2021-08,2021-08-3805,2021-08-01T00:00+00:00,3805,0.0,182.0,0.0,18.4,10.0,,16.5,20.0,0.0,98.0
34,0.8191401080290469,0.0482328408510405,Grill,3805,2021-09,2021-09-3805,2021-09-01T00:00+00:00,3805,0.0,192.0,0.0,15.5,15.0,,13.6,17.1,0.0,32.0
35,0.35170179981508426,0.045981460252580736,Grill,3805,2022-03,2022-03-3805,2022-03-01T00:00+00:00,3805,0.0,217.0,2.0,4.5,20.0,,4.6,4.8,0.0,14.0
36,0.5657727228417805,0.0857424148123668,Grill,3805,2022-04,2022-04-3805,2022-04-01T00:00+00:00,3805,0.0,156.0,3.0,9.0,10.0,2.3,7.5,9.2,6.0,39.0
37,0.6481177921427621,0.08624722619135383,Grill,3805,2022-05,2022-05-3805,2022-05-01T00:00+00:00,3805,0.0,247.0,2.0,16.9,15.0,,12.4,16.1,0.0,77.0
38,0.6810821678020341,0.0790211726503907,Grill,3805,2022-06,2022-06-3805,2022-06-01T00:00+00:00,3805,0.0,260.0,2.0,21.2,18.0,,16.7,21.1,0.0,128.0
39,0.6547046062681398,0.07752450524543815,Grill,3805,2022-07,2022-07-3805,2022-07-01T00:00+00:00,3805,0.0,271.0,0.0,21.7,15.0,,15.2,21.4,0.0,61.0
40,0.5417862291615685,0.08576910417669051,Grill,3805,2022-08,2022-08-3805,2022-08-01T00:00+00:00,3805,0.0,204.0,3.0,21.6,11.0,,16.6,22.2,0.0,76.0
41,0.6977140153337411,0.0693481807768436,Grill,3805,2022-09,2022-09-3805,2022-09-01T00:00+00:00,3805,0.0,125.0,1.0,14.1,6.0,,13.1,16.4,0.0,61.0
42,0.4761061534175158,0.0627685050372207,Grill,3805,2023-03,2023-03-3805,2023-03-01T00:00+00:00,3805,0.0,148.0,1.0,6.8,11.0,0.3,6.5,6.5,1.0,5.0
43,0.5531075272736733,0.0560156359411001,Grill,3805,2023-04,2023-04-3805,2023-04-01T00:00+00:00,3805,0.0,115.0,7.0,8.5,9.0,,8.2,9.0,0.0,94.0
44,0.6930151863402298,0.07997467112987837,Grill,3805,2023-05,2023-05-3805,2023-05-01T00:00+00:00,3805,0.0,192.0,6.0,14.6,12.0,,11.6,14.7,0.0,70.0
45,0.6982387988986788,0.07280796688650405,Grill,3805,2023-06,2023-06-3805,2023-06-01T00:00+00:00,3805,0.0,237.0,1.0,19.6,14.0,,14.7,20.0,2.0,43.0
46,0.6274903622772471,0.0802792129621173,Grill,3805,2023-07,2023-07-3805,2023-07-01T00:00+00:00,3805,0.0,265.0,0.0,22.9,17.0,,15.3,23.0,0.0,28.0
47,0.6599345059527292,0.06761741716821675,Grill,3805,2023-08,2023-08-3805,2023-08-01T00:00+00:00,3805,0.0,217.0,3.0,21.0,15.0,,17.3,21.8,0.0,82.0
48,0.6278909739741575,0.0793155497987986,Grill,3805,2023-09,2023-09-3805,2023-09-01T00:00+00:00,3805,0.0,233.0,1.0,18.5,19.0,,14.8,19.5,0.0,40.0
