C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2020-03-16T00:00:00.000Z,0.144647524,0.593220353,0.401306156,0.054536358,5040,2686,0.400000006,0.340619296,0.466154307,100
2020-04-05T00:00:00.000Z,0.143003583,0.719891012,0.458123589,0.081964883,5040,2686,0.468721122,0.344580054,0.558163285,0
2020-04-10T00:00:00.000Z,0.133850634,0.764213622,0.463014754,0.09336054,5040,2686,0.46938777,0.337078661,0.579831958,0
2020-04-25T00:00:00.000Z,0.112614788,0.892067254,0.475732645,0.132730219,5040,2686,0.464026779,0.318658292,0.658536613,0
2020-04-30T00:00:00.000Z,0.13897413,0.858261406,0.464351496,0.120732537,5040,2686,0.452332646,0.324224919,0.632653058,0.084961767
2020-05-,0.169152059,0.821606159,0.490033668,0.105906805,5040,2686,0.477987066,0.368583441,0.639884561,8.942225998
2020-06-04T00:00:00.000Z,0.199329987,0.784950912,0.515715841,0.091081073,5040,2686,0.503641486,0.412941962,0.647116065,17.79949023
2020-06-24T00:00:00.000Z,0.048107032,0.799852848,0.431056774,0.196612153,5040,2686,0.488224626,0.129943505,0.655543566,69.32880204
2020-07-04T00:00:00.000Z,-0.117178611,0.919863582,0.528345036,0.304253491,5040,2686,0.690700114,0.071620069,0.8295964,40.35683942
2020-07-09T00:00:00.000Z,0.433113605,0.9229545,0.716060404,0.091662949,5040,2686,0.722257972,0.592003644,0.835015655,0
2020-07-29T00:00:00.000Z,0.453769565,0.875492513,0.717373425,0.069835929,5040,2686,0.723893821,0.629648507,0.801429272,0
2020-08-08T00:00:00.000Z,0.464633644,0.907795489,0.746570965,0.063426269,5040,2686,0.754952013,0.657625079,0.821590185,0
2020-08-13T00:00:00.000Z,0.451256275,0.889867842,0.742545576,0.06560128,5040,2686,0.747882426,0.656577408,0.823047042,0
2020-08-23T00:00:00.000Z,0.486437619,0.881422937,0.738855629,0.062312308,5040,2686,0.741838276,0.657048643,0.822533309,0
2020-08-28T00:00:00.000Z,0.374955922,0.90131402,0.735658677,0.074091773,5040,2686,0.741021395,0.637457073,0.82751447,0
2020-09-02T00:00:00.000Z,0.311572701,0.852627397,0.673992871,0.106733178,5040,2686,0.696955383,0.503782153,0.788197279,5.862361937
