C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2018-03-22T00:00:00.000Z,0.20885200798511505,0.609653115272522,0.4812808011487773,0.06723183734990199,1734,392,0.4917197525501251,0.3815126121044159,0.5578625798225403,0
2018-04-11T00:00:00.000Z,0.16745588183403015,0.7187962532043457,0.5114140136364508,0.0887607532190115,1734,392,0.5260960459709167,0.39248305559158325,0.6037296056747437,0
2018-04-21T00:00:00.000Z,0.16697625815868378,0.7890884876251221,0.4939949034245469,0.10173096002956786,1734,392,0.4883081018924713,0.37169864773750305,0.6218961477279663,0
2018-05-06T00:00:00.000Z,0.19238243997097015,0.8733927011489868,0.4986432835393089,0.09737810452948704,1734,392,0.48678070306777954,0.39834025502204895,0.6396880745887756,0
2018-05-26T00:00:00.000Z,0.2915862202644348,0.8811976313591003,0.6245459424756505,0.08115510962403472,1734,392,0.6271393895149231,0.5322112441062927,0.7204430103302002,0
2018-05-31T00:00:00.000Z,0.26969265937805176,0.865138828754425,0.5891489963506624,0.09298451832367487,1734,392,0.5915425419807434,0.4769076406955719,0.7090388536453247,0
2018-06-05T00:00:00.000Z,0.31931859254837036,0.8538206219673157,0.6152236444761779,0.08520104309882279,1734,392,0.6226804256439209,0.5063231587409973,0.7212331891059875,0
2018-06-20T00:00:00.000Z,0.4120020270347595,0.8622903823852539,0.6783358762942922,0.08957985593886804,1734,392,0.6959608197212219,0.5526931881904602,0.7872769832611084,0
2018-07-05T00:00:00.000Z,0.3689452111721039,0.8592274785041809,0.6259751878845355,0.08201469702100372,1734,392,0.6383092403411865,0.4984423816204071,0.7167661190032959,0
2018-07-15T00:00:00.000Z,0.41678521037101746,0.8673740029335022,0.6225146862460321,0.08029058460821652,1734,392,0.6258503198623657,0.5152073502540588,0.7279847860336304,0
2018-07-20T00:00:00.000Z,0.3955189883708954,0.8640252351760864,0.6091280528045795,0.07465975529905064,1734,392,0.6154501438140869,0.5115026831626892,0.7029288411140442,0
2018-08-04T00:00:00.000Z,0.37832945585250854,0.8829396367073059,0.6368038463343814,0.08207097732552308,1734,392,0.64363032579422,0.5297855734825134,0.7381818294525146,0
2018-08-09T00:00:00.000Z,0.3829055428504944,0.8480585217475891,0.6108652731256586,0.07927521514358934,1734,392,0.6187933683395386,0.5049254894256592,0.7065839767456055,0
2018-08-19T00:00:00.000Z,0.3488371968269348,0.8500000238418579,0.6020520478264944,0.08956609640449563,1734,392,0.6094380617141724,0.4753403961658478,0.7140883803367615,0
2018-08-29T00:00:00.000Z,0.3267543911933899,0.8383339047431946,0.6322868700665268,0.0909781957348484,1734,392,0.6432225108146667,0.5075033903121948,0.7382199168205261,0
2018-09-13T00:00:00.000Z,0.20016206800937653,0.8074313402175903,0.6252425870512518,0.117747810745274,1734,392,0.6460369229316711,0.48750001192092896,0.7551581859588623,0
