C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2022-03-11T00:00:00.000Z,0.2370203137397766,0.5429196357727051,0.3570213121102183,0.04747331668816987,2961,936,0.3497118651866913,0.3024138808250427,0.41900935769081116,0
2022-03-21T00:00:00.000Z,0.18351063132286072,0.4994864761829376,0.3508055263978468,0.04526515901184419,2961,936,0.34623655676841736,0.29812607169151306,0.40974605083465576,0
2022-03-26T00:00:00.000Z,0.1960912048816681,0.5016793608665466,0.3472785609371878,0.04520590505772839,2961,936,0.3427179157733917,0.2919941842556,0.40630006790161133,0
2022-04-30T00:00:00.000Z,0.34366774559020996,0.8260462880134583,0.5657727228417805,0.08574241481236689,2961,936,0.5611770749092102,0.4577273726463318,0.6823373436927795,0
2022-05-10T00:00:00.000Z,0.3266443610191345,0.8797175288200378,0.6452837618486373,0.0954513873807551,2961,936,0.6435124278068542,0.5306122303009033,0.7758945226669312,0
2022-05-15T00:00:00.000Z,0.36656224727630615,0.8905283212661743,0.6481775227888132,0.09062831315528051,2961,936,0.6354550123214722,0.5429286360740662,0.7753058671951294,0
2022-05-20T00:00:00.000Z,0.39811602234840393,0.8414239287376404,0.6106478813548164,0.08071267519410819,2961,936,0.6014549136161804,0.5193675756454468,0.7198335528373718,0
2022-05-30T00:00:00.000Z,0.3751351237297058,0.8673276901245117,0.6883620025787813,0.07819652903527168,2961,936,0.6926463842391968,0.582577109336853,0.7886655926704407,0
2022-06-19T00:00:00.000Z,0.3836294710636139,0.8679803013801575,0.6810821678020341,0.07902117265039076,2961,936,0.684185266494751,0.5711730122566223,0.7859500050544739,0
2022-07-09T00:00:00.000Z,0.3665427565574646,0.8406270146369934,0.6739319163781616,0.07043735444680702,2961,936,0.6800000071525574,0.5798197984695435,0.7611202597618103,0
2022-07-19T00:00:00.000Z,0.3818812370300293,0.867218017578125,0.6354772961581179,0.08461165604406934,2961,936,0.6393752694129944,0.5212355256080627,0.739205539226532,0
2022-08-03T00:00:00.000Z,0.31584063172340393,0.8494623899459839,0.5781604036725586,0.09116150086479148,2961,936,0.566605269908905,0.4675516188144684,0.7140696048736572,0
2022-08-18T00:00:00.000Z,0.29473134875297546,0.781566321849823,0.5054120546505784,0.08037670748858966,2961,936,0.49940967559814453,0.4080175757408142,0.6048344969749451,0
2022-09-02T00:00:00.000Z,0.3559955060482025,0.854397177696228,0.6945267129827426,0.07220870744975769,2961,936,0.6928487420082092,0.6033452749252319,0.7892031073570251,0
2022-09-07T00:00:00.000Z,0.4172963798046112,0.8721906542778015,0.7009013176847395,0.06648765410392969,2961,936,0.7019325494766235,0.6204033493995667,0.7926461696624756,0
