C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2021-03-26T00:00:00.000Z,0.237458199,0.62219733,0.428301849,0.058514391,5256,2915,0.42832908,0.354515046,0.4993954,0
2021-03-31T00:00:00.000Z,0.197982341,0.69272238,0.4504135,0.068221915,5256,2915,0.451272488,0.363577455,0.535148799,0
2021-04-,0.226847529,0.769438118,0.491874404,0.088029571,5256,2915,0.491102278,0.378071353,0.606947571,0
2021-05-10T00:00:00.000Z,0.255712718,0.846153855,0.533335308,0.107837226,5256,2915,0.530932069,0.39256525,0.678746343,0
2021-05-20T00:00:00.000Z,-0.15126738,1,0.595218477,0.212724856,5256,2915,0.645238101,0.19804585,0.795973182,14.99359248
2021-06-04T00:00:00.000Z,0.306749821,0.88605696,0.573061597,0.103860497,5256,2915,0.568416357,0.446227551,0.703999996,0
2021-06-14T00:00:00.000Z,0.348772585,0.889836371,0.5720507,0.097424514,5256,2915,0.561959684,0.45492661,0.701280236,0
2021-06-19T00:00:00.000Z,0.280917615,0.892370224,0.518114087,0.103164664,5256,2915,0.503112018,0.402472228,0.653326511,0
2021-06-24T00:00:00.000Z,0.043768793,0.852809787,0.425012724,0.134379274,5256,2915,0.434210539,0.223203033,0.5703637,16.57411363
2021-07-04T00:00:00.000Z,0.224247947,0.793588758,0.396145476,0.082434278,5256,2915,0.391023576,0.295915544,0.503152609,25.54463904
2021-07-24T00:00:00.000Z,0.325761497,0.866599023,0.563325598,0.083652245,5256,2915,0.558248401,0.463360876,0.671409488,0
2021-08-03T00:00:00.000Z,0.425250918,0.877590358,0.697032396,0.065926587,5256,2915,0.702127635,0.611812055,0.774314582,0
2021-09-02T00:00:00.000Z,0.164434522,0.893871129,0.67715234,0.138784688,5256,2915,0.716603041,0.466971129,0.809773147,9.65399402
2021-09-12T00:00:00.000Z,0.410860658,0.889590442,0.733378579,0.069175883,5256,2915,0.739413679,0.643990934,0.81684494,0
