C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2022-03-11T00:00:00.000Z,0.15289556980133057,0.5640449523925781,0.3577249249692464,0.04702710004374449,5256,2915,0.35719966888427734,0.3012181520462036,0.4145658314228058,0
2022-03-21T00:00:00.000Z,0.13644859194755554,0.5596738457679749,0.3576886050088035,0.045728002417556896,5256,2915,0.357516348361969,0.30306345224380493,0.4128529727458954,0
2022-03-26T00:00:00.000Z,0.12115193903446198,0.5532039999961853,0.3489494702720278,0.0446125492665249,5256,2915,0.3478260934352875,0.29556524753570557,0.40185582637786865,0
2022-04-20T00:00:00.000Z,0.14703617990016937,0.700564980506897,0.4498274571515717,0.07039869945077701,5256,2915,0.4488479197025299,0.36183908581733704,0.5395718216896057,0
2022-04-30T00:00:00.000Z,0.14514368772506714,0.7958787679672241,0.5155268065672779,0.08726730131492273,5256,2915,0.5162277817726135,0.40974825620651245,0.6233698725700378,0
2022-05-05T00:00:00.000Z,0.13030187785625458,0.8248671889305115,0.5021687761070083,0.09195353293728804,5256,2915,0.498305082321167,0.3906177282333374,0.6206451654434204,0
2022-05-10T00:00:00.000Z,0.14306730031967163,0.8697539567947388,0.5479625747059715,0.10569391054673226,5256,2915,0.5456997156143188,0.42241647839546204,0.6834763884544373,0
2022-05-15T00:00:00.000Z,0.18666903674602509,0.8715371489524841,0.5425492853613699,0.10095397782443853,5256,2915,0.5381730794906616,0.4255372881889343,0.6715348362922668,0
2022-05-20T00:00:00.000Z,0.1858823597431183,0.8760272264480591,0.5274775187042927,0.10022833477828987,5256,2915,0.5132867097854614,0.4157561957836151,0.6595099568367004,0
2022-05-30T00:00:00.000Z,0.28233402967453003,0.8746763467788696,0.5659619195626269,0.08920683965489998,5256,2915,0.5553151369094849,0.46365782618522644,0.6827309131622314,0
2022-06-19T00:00:00.000Z,0.3407035171985626,0.8714139461517334,0.6042955156474583,0.09101515102704298,5256,2915,0.6072763800621033,0.4806254208087921,0.7159733176231384,0
2022-07-14T00:00:00.000Z,0.3479335904121399,0.8583043217658997,0.6364783403176818,0.07796690739334665,5256,2915,0.6434838175773621,0.5280846357345581,0.7283413410186768,0
2022-07-19T00:00:00.000Z,0.3290909230709076,0.8613050580024719,0.6090560841514531,0.0754423234473264,5256,2915,0.6112449765205383,0.510478675365448,0.6979919672012329,0
2022-07-24T00:00:00.000Z,0.30587440729141235,0.8707774877548218,0.5464816208402097,0.07982101635342781,5256,2915,0.542801558971405,0.4505283236503601,0.6453055143356323,0
2022-08-03T00:00:00.000Z,0.33601608872413635,0.871408998966217,0.641311655985093,0.08108840764400517,5256,2915,0.6478511691093445,0.5337496399879456,0.7347462773323059,0
2022-09-07T00:00:00.000Z,0.4527881145477295,0.8621450066566467,0.7148969494369691,0.06175342470854781,5256,2915,0.7224398255348206,0.6315192580223083,0.7897136807441711,0
